operacao|ctefctef|cnpjctef|empresactef|valorCtef|valorAceitoCaixa
1098396||||nan|0,00
1106517||||nan|0,00
1100898||||nan|0,00
1105535||||nan|0,00
1091472||||nan|0,00
1104061||||nan|0,00
1106471||||nan|0,00
1087081||||nan|0,00
1096584||||nan|0,00
1096922||||nan|0,00
1098150||||nan|0,00
1106763||||nan|0,00
1095648||||nan|0,00
1096876||||nan|0,00
1096630||||nan|0,00
1097858||||nan|0,00
1098104||||nan|0,00
1106809||||nan|0,00
1105658||||nan|0,00
1093421||||nan|0,00
1100085||||nan|0,00
1106179||||nan|0,00
1092070||||nan|0,00
1095863||||nan|0,00
1100560||||nan|0,00
1101957||||nan|0,00
1093636||||nan|0,00
1104874||||nan|0,00
1092946||||nan|0,00
1098688||||nan|0,00
1106348||||nan|0,00
1104307||||nan|0,00
1102833||||nan|0,00
1100254||||nan|0,00
1090596||||nan|0,00
1096169||||nan|0,00
1104997||||nan|0,00
1103308||||nan|0,00
1103431||||nan|0,00
1101267||||nan|0,00
1091549||||nan|0,00
1102126||||nan|0,00
1104705||||nan|0,00
1090888||||nan|0,00
1099962||||nan|0,00
1090075||||nan|0,00
1101436||||nan|0,00
1103600||||nan|0,00
1101559||||nan|0,00
1102249||||nan|0,00
1098917||||nan|0,00
1094589||||nan|0,00
1101728||||nan|0,00
1094695||||nan|0,00
1106056||||nan|0,00
1098027||||nan|0,00
1099793||||nan|0,00
1096461||||nan|0,00
1102710||||nan|0,00
1100483||||nan|0,00
1092823||||nan|0,00
1098811||||nan|0,00
1104184||||nan|0,00
1091778||||nan|0,00
1099501||||nan|0,00
1101665||||nan|0,00
1097337||||nan|0,00
1106640||||nan|0,00
1089322||||nan|0,00
1104476||||nan|0,00
1095279||||nan|0,00
1097045||||nan|0,00
1099209||||nan|0,00
1105950||||nan|0,00
1087556||||nan|0,00
1097735||||nan|0,00
1104768||||nan|0,00
1106932||||nan|0,00
1093006||||nan|0,00
1092010||||nan|0,00
1101851||||nan|0,00
1096232||||nan|0,00
1103062||||nan|0,00
1087742||||nan|0,00
1086082||||nan|0,00
1106288||||nan|0,00
1103202||||nan|0,00
1103371||||nan|0,00
1101897||||nan|0,00
1102893||||nan|0,00
1104582||||nan|0,00
1089262||||nan|0,00
1098980||||nan|0,00
1105810||||nan|0,00
1099103||||nan|0,00
1087619||||nan|0,00
1105595||||nan|0,00
1090490||||nan|0,00
1100623||||nan|0,00
1100377||||nan|0,00
1077901||||nan|0,00
1084393||||nan|0,00
1104536||||nan|0,00
1105641||||nan|0,00
1090321||||nan|0,00
1099149||||nan|0,00
1098502||||nan|0,00
1101834||||nan|0,00
1097506||||nan|0,00
1091363||||nan|0,00
1096570||||nan|0,00
1080586||||nan|0,00
1102724||||nan|0,00
1090473||||nan|0,00
1101788||||nan|0,00
1097460||||nan|0,00
1103125||||nan|0,00
1094864||||nan|0,00
1096092||||nan|0,00
1094758||||nan|0,00
1100314||||nan|0,00
1080002||||nan|0,00
1104599||||nan|0,00
1095986||||nan|0,00
1106119||||nan|0,00
1103709||||nan|0,00
1083397||||nan|0,00
1099040||||nan|0,00
1105873||||nan|0,00
1104645||||nan|0,00
1091595||||nan|0,00
1088678||||nan|0,00
1099255||||nan|0,00
1096338||||nan|0,00
1105183||||nan|0,00
1081539||||nan|0,00
1095296||||nan|0,00
1100039||||nan|0,00
1103952||||nan|0,00
1102956||||nan|0,00
1106225||||nan|0,00
1089368||||nan|0,00
1098565||||nan|0,00
1090905||||nan|0,00
1102266||||nan|0,00
1088847||||nan|0,00
1095339||||nan|0,00
1101482||||nan|0,00
1103646||||nan|0,00
1106700||||nan|0,00
1100208||||nan|0,00
1098044||||nan|0,00
1104951||||nan|0,00
1102787||||nan|0,00
1106872||||nan|0,00
1085452||||nan|0,00
1096813||||nan|0,00
1085624||||nan|0,00
1101313||||nan|0,00
1094649||||nan|0,00
1094280||||nan|0,00
1103477||||nan|0,00
1092116||||nan|0,00
1101419||||nan|0,00
1090842||||nan|0,00
1093759||||nan|0,00
1098087||||nan|0,00
1097091||||nan|0,00
1082398||||nan|0,00
1105120||||nan|0,00
1100792||||nan|0,00
1102203||||nan|0,00
1104124||||nan|0,00
1104430||||nan|0,00
1096401||||nan|0,00
1100729||||nan|0,00
1105057||||nan|0,00
1097397||||nan|0,00
1087204||||nan|0,00
1093069||||nan|0,00
1096507||||nan|0,00
1100835||||nan|0,00
1083766||||nan|0,00
1094343||||nan|0,00
1103540||||nan|0,00
1105704||||nan|0,00
1101376||||nan|0,00
1097981||||nan|0,00
1102309||||nan|0,00
1105014||||nan|0,00
1093653||||nan|0,00
1100145||||nan|0,00
1095817||||nan|0,00
1092840||||nan|0,00
1100666||||nan|0,00
1104247||||nan|0,00
1103583||||nan|0,00
1101330||||nan|0,00
1095757||||nan|0,00
1094406||||nan|0,00
1096398||||nan|0,00
1106285||||nan|0,00
1094878||||nan|0,00
1092886||||nan|0,00
1089969||||nan|0,00
1094237||||nan|0,00
1105598||||nan|0,00
1099315||||nan|0,00
1093696||||nan|0,00
1076029||||nan|0,00
1094924||||nan|0,00
1099810||||nan|0,00
1099269||||nan|0,00
1105103||||nan|0,00
1096939||||nan|0,00
1105644||||nan|0,00
1088449||||nan|0,00
1105767||||nan|0,00
1095216||||nan|0,00
1095880||||nan|0,00
1097795||||nan|0,00
1096321||||nan|0,00
1103660||||nan|0,00
1093178||||nan|0,00
1106162||||nan|0,00
1105226||||nan|0,00
1101894||||nan|0,00
1096736||||nan|0,00
1103706||||nan|0,00
1087390||||nan|0,00
1104539||||nan|0,00
1100374||||nan|0,00
1105721||||nan|0,00
1105180||||nan|0,00
1093819||||nan|0,00
1099733||||nan|0,00
1099192||||nan|0,00
1088864||||nan|0,00
1100420||||nan|0,00
1098256||||nan|0,00
1102435||||nan|0,00
1090779||||nan|0,00
1100271||||nan|0,00
1092548||||nan|0,00
1100712||||nan|0,00
1104201||||nan|0,00
1102186||||nan|0,00
1102727||||nan|0,00
1091366||||nan|0,00
1103998||||nan|0,00
1099089||||nan|0,00
1104662||||nan|0,00
1101081||||nan|0,00
1095342||||nan|0,00
1099730||||nan|0,00
1088369||||nan|0,00
1106013||||nan|0,00
1091074||||nan|0,00
1093301||||nan|0,00
1086637||||nan|0,00
1092637||||nan|0,00
1100961||||nan|0,00
1102953||||nan|0,00
1106703||||nan|0,00
1105870||||nan|0,00
1102647||||nan|0,00
1097692||||nan|0,00
1095983||||nan|0,00
1105352||||nan|0,00
1103480||||nan|0,00
1105472||||nan|0,00
1097380||||nan|0,00
1088034||||nan|0,00
0350924||||nan|0,00
1087493||||nan|0,00
1099166||||nan|0,00
1106577||||nan|0,00
1103245||||nan|0,00
1106826||||nan|0,00
1097921||||nan|0,00
1103494||||nan|0,00
1093593||||nan|0,00
1090261||||nan|0,00
1087201||||nan|0,00
1098562||||nan|0,00
1100789||||nan|0,00
1104121||||nan|0,00
1095465||||nan|0,00
1087805||||nan|0,00
1099856||||nan|0,00
1097151||||nan|0,00
1103188||||nan|0,00
1090118||||nan|0,00
1088495||||nan|0,00
1104811||||nan|0,00
1101479||||nan|0,00
1101771||||nan|0,00
1088787||||nan|0,00
1100148||||nan|0,00
1102312||||nan|0,00
1099607||||nan|0,00
1097984||||nan|0,00
1101622||||nan|0,00
1103786||||nan|0,00
1091884||||nan|0,00
1081997||||nan|0,00
1104413||||nan|0,00
1097583||||nan|0,00
1096587||||nan|0,00
1103417||||nan|0,00
1100500||||nan|0,00
1099504||||nan|0,00
1101496||||nan|0,00
1094572||||nan|0,00
1102538||||nan|0,00
1101542||||nan|0,00
1103557||||nan|0,00
1103016||||nan|0,00
1102020||||nan|0,00
1081290||||nan|0,00
0247844||||nan|0,00
1088260||||nan|0,00
1091177||||nan|0,00
1106474||||nan|0,00
1095113||||nan|0,00
1102939||||nan|0,00
1105933||||nan|0,00
1097105||||nan|0,00
1101974||||nan|0,00
1104954||||nan|0,00
1089139||||nan|0,00
1105887||||nan|0,00
1099026||||nan|0,00
1103895||||nan|0,00
1106428||||nan|0,00
1098485||||nan|0,00
1101018||||nan|0,00
1106411||||nan|0,00
1090676||||nan|0,00
1102083||||nan|0,00
0281896||||nan|0,00
1103079||||nan|0,00
1089703||||nan|0,00
1101064||||nan|0,00
0421114||||nan|0,00
1088801||||nan|0,00
1095050||||nan|0,00
1093192||||nan|0,00
1092196||||nan|0,00
1096524||||nan|0,00
1098147||||nan|0,00
1096673||||nan|0,00
1090181||||nan|0,00
1106365||||nan|0,00
1102876||||nan|0,00
1102037||||nan|0,00
1096627||||nan|0,00
1106514||||nan|0,00
1104350||||nan|0,00
1095153||||nan|0,00
1100563||||nan|0,00
1077300||||nan|0,00
1100022||||nan|0,00
1081628||||nan|0,00
1092989||||nan|0,00
1087038||||nan|0,00
1098399||||nan|0,00
1104891||||nan|0,00
1105824||||nan|0,00
1103832||||nan|0,00
1093255||||nan|0,00
1104828||||nan|0,00
1100915||||nan|0,00
1090244||||nan|0,00
1087539||||nan|0,00
1092236||||nan|0,00
1098900||||nan|0,00
1083580||||nan|0,00
1098210||||nan|0,00
1090550||||nan|0,00
1090762||||nan|0,00
1089013||||nan|0,00
1097646||||nan|0,00
1092777||||nan|0,00
1101605||||nan|0,00
1092949||||nan|0,00
1104310||||nan|0,00
1094941||||nan|0,00
1101433||||nan|0,00
1099441||||nan|0,00
1095631||||nan|0,00
1093467||||nan|0,00
1086975||||nan|0,00
1102123||||nan|0,00
1105369||||nan|0,00
1100649||||nan|0,00
1094698||||nan|0,00
1106059||||nan|0,00
1096862||||nan|0,00
1105518||||nan|0,00
1103354||||nan|0,00
9001953||||nan|0,00
1102664||||nan|0,00
1106992||||nan|0,00
1097340||||nan|0,00
1105996||||nan|0,00
1101668||||nan|0,00
1091091||||nan|0,00
1098336||||nan|0,00
1097732||||nan|0,00
1093404||||nan|0,00
1097042||||nan|0,00
1088386||||nan|0,00
1096258||||nan|0,00
1087845||||nan|0,00
1106929||||nan|0,00
1098273||||nan|0,00
1100978||||nan|0,00
1105306||||nan|0,00
1102601||||nan|0,00
1103142||||nan|0,00
1104765||||nan|0,00
1100437||||nan|0,00
1098963||||nan|0,00
1101127||||nan|0,00
1096799||||nan|0,00
1092471||||nan|0,00
1105455||||nan|0,00
1094635||||nan|0,00
1103291||||nan|0,00
1091844||||nan|0,00
1103251||||nan|0,00
1104579||||nan|0,00
1101662||||nan|0,00
1100334||||nan|0,00
1093195||||nan|0,00
1091867||||nan|0,00
1096066||||nan|0,00
1094546||||nan|0,00
1088950||||nan|0,00
1105930||||nan|0,00
1098983||||nan|0,00
1100503||||nan|0,00
1093341||||nan|0,00
1091675||||nan|0,00
1104410||||nan|0,00
1090324||||nan|0,00
1101808||||nan|0,00
1091990||||nan|0,00
1103105||||nan|0,00
1089119||||nan|0,00
1091798||||nan|0,00
1101708||||nan|0,00
1103182||||nan|0,00
1101854||||nan|0,00
1103059||||nan|0,00
1101585||||nan|0,00
1088850||||nan|0,00
1103328||||nan|0,00
1078771||||nan|0,00
1094423||||nan|0,00
1096189||||nan|0,00
1104894||||nan|0,00
1100019||||nan|0,00
1100457||||nan|0,00
1087722||||nan|0,00
1104456||||nan|0,00
1101539||||nan|0,00
1103374||||nan|0,00
1100065||||nan|0,00
1104848||||nan|0,00
1087868||||nan|0,00
1106414||||nan|0,00
1096335||||nan|0,00
0196755||||nan|0,00
1105976||||nan|0,00
1098937||||nan|0,00
1106368||||nan|0,00
1098545||||nan|0,00
1097709||||nan|0,00
1097463||||nan|0,00
1096381||||nan|0,00
1099873||||nan|0,00
1097317||||nan|0,00
1087284||||nan|0,00
1075777||||nan|0,00
1099421||||nan|0,00
1090908||||nan|0,00
1106560||||nan|0,00
1100726||||nan|0,00
1105017||||nan|0,00
1097025||||nan|0,00
1088558||||nan|0,00
1102292||||nan|0,00
1105538||||nan|0,00
1106889||||nan|0,00
1103643||||nan|0,00
1099942||||nan|0,00
1090032||||nan|0,00
1104333||||nan|0,00
1101416||||nan|0,00
1099252||||nan|0,00
1102667||||nan|0,00
0310280||||nan|0,00
1102169||||nan|0,00
1094277||||nan|0,00
1094154||||nan|0,00
1103972||||nan|0,00
1092880||||nan|0,00
1099544||||nan|0,00
1100626||||nan|0,00
1102790||||nan|0,00
1090716||||nan|0,00
1089557||||nan|0,00
1101977||||nan|0,00
1105346||||nan|0,00
1100895||||nan|0,00
1104264||||nan|0,00
1104141||||nan|0,00
1102100||||nan|0,00
1102498||||nan|0,00
1098170||||nan|0,00
1105415||||nan|0,00
1085933||||nan|0,00
1076922||||nan|0,00
1106683||||nan|0,00
1102890||||nan|0,00
1092382||||nan|0,00
1105117||||nan|0,00
1106199||||nan|0,00
1104725||||nan|0,00
1105807||||nan|0,00
1106491||||nan|0,00
1095422||||nan|0,00
1087015||||nan|0,00
1097586||||nan|0,00
1099750||||nan|0,00
1103935||||nan|0,00
1106099||||nan|0,00
1095030||||nan|0,00
1087407||||nan|0,00
1096112||||nan|0,00
1098276||||nan|0,00
1104081||||nan|0,00
1105409||||nan|0,00
1100832||||nan|0,00
1101164||||nan|0,00
1099859||||nan|0,00
1095236||||nan|0,00
1094025||||nan|0,00
1105054||||nan|0,00
1102183||||nan|0,00
1100878||||nan|0,00
1090968||||nan|0,00
1091300||||nan|0,00
1101024||||nan|0,00
1102352||||nan|0,00
1087032||||nan|0,00
1103889||||nan|0,00
1101333||||nan|0,00
1106574||||nan|0,00
1098416||||nan|0,00
1081104||||nan|0,00
1103580||||nan|0,00
0463301||||nan|0,00
1105269||||nan|0,00
1096441||||nan|0,00
1089826||||nan|0,00
1092488||||nan|0,00
1088552||||nan|0,00
1087224||||nan|0,00
1093716||||nan|0,00
1095044||||nan|0,00
1105100||||nan|0,00
1095190||||nan|0,00
1099690||||nan|0,00
1099581||||nan|0,00
1105332||||nan|0,00
1095253||||nan|0,00
1092242||||nan|0,00
1105724||||nan|0,00
1095691||||nan|0,00
1095359||||nan|0,00
1096879||||nan|0,00
1095551||||nan|0,00
1092050||||nan|0,00
1095405||||nan|0,00
1096487||||nan|0,00
1100663||||nan|0,00
1079853||||nan|0,00
1104250||||nan|0,00
1103265||||nan|0,00
1083002||||nan|0,00
1096773||||nan|0,00
1101101||||nan|0,00
1091615||||nan|0,00
1106806||||nan|0,00
1098107||||nan|0,00
1077987||||nan|0,00
1100709||||nan|0,00
1095299||||nan|0,00
1099627||||nan|0,00
1100251||||nan|0,00
1105492||||nan|0,00
1097334||||nan|0,00
1104187||||nan|0,00
1098353||||nan|0,00
1090576||||nan|0,00
1089886||||nan|0,00
1101960||||nan|0,00
1090387||||nan|0,00
1093633||||nan|0,00
1096550||||nan|0,00
1099043||||nan|0,00
0350758||||nan|0,00
1101270||||nan|0,00
1098024||||nan|0,00
1104971||||nan|0,00
1102744||||nan|0,00
1102246||||nan|0,00
1105661||||nan|0,00
1103497||||nan|0,00
1100082||||nan|0,00
1100580||||nan|0,00
1093324||||nan|0,00
1100941||||nan|0,00
1094798||||nan|0,00
1106182||||nan|0,00
1097526||||nan|0,00
1096272||||nan|0,00
1100772||||nan|0,00
1102936||||nan|0,00
1087616||||nan|0,00
1104018||||nan|0,00
1102415||||nan|0,00
1099498||||nan|0,00
1101917||||nan|0,00
1106245||||nan|0,00
1106743||||nan|0,00
1106351||||nan|0,00
1102023||||nan|0,00
1103042||||nan|0,00
1099796||||nan|0,00
1099106||||nan|0,00
1106053||||nan|0,00
1100188||||nan|0,00
1101725||||nan|0,00
1095860||||nan|0,00
1102807||||nan|0,00
1103434||||nan|0,00
1104516||||nan|0,00
1087851||||nan|0,00
1105163||||nan|0,00
1102999||||nan|0,00
1092963||||nan|0,00
1089717||||nan|0,00
1088635||||nan|0,00
1104473||||nan|0,00
1082833||||nan|0,00
1105555||||nan|0,00
1091489||||nan|0,00
1106637||||nan|0,00
1103391||||nan|0,00
1090407||||nan|0,00
1084997||||nan|0,00
1092176||||nan|0,00
1100002||||nan|0,00
1095093||||nan|0,00
1104911||||nan|0,00
1103560||||nan|0,00
1088572||||nan|0,00
1093527||||nan|0,00
1104957||||nan|0,00
1106949||||nan|0,00
1094214||||nan|0,00
1099956||||nan|0,00
1100643||||nan|0,00
1093573||||nan|0,00
1087098||||nan|0,00
1099169||||nan|0,00
1097918||||nan|0,00
1106995||||nan|0,00
1095611||||nan|0,00
1106431||||nan|0,00
1098482||||nan|0,00
1097131||||nan|0,00
1105790||||nan|0,00
1099123||||nan|0,00
1084542||||nan|0,00
1097649||||nan|0,00
1043205||||nan|0,00
1105913||||nan|0,00
1104347||||nan|0,00
1100566||||nan|0,00
1099687||||nan|0,00
1106116||||nan|0,00
1096129||||nan|0,00
1105867||||nan|0,00
1093132||||nan|0,00
1105034||||nan|0,00
1104393||||nan|0,00
1100520||||nan|0,00
1087536||||nan|0,00
1105475||||nan|0,00
1104642||||nan|0,00
1092445||||nan|0,00
1102478||||nan|0,00
1105429||||nan|0,00
1099484||||nan|0,00
1100958||||nan|0,00
1101791||||nan|0,00
1091220||||nan|0,00
1102873||||nan|0,00
1090138||||nan|0,00
1102040||||nan|0,00
1103122||||nan|0,00
1103955||||nan|0,00
1079710||||nan|0,00
1102481||||nan|0,00
1092694||||nan|0,00
1091612||||nan|0,00
1103514||||nan|0,00
1101399||||nan|0,00
1102432||||nan|0,00
1091927||||nan|0,00
0227535||||nan|0,00
1105160||||nan|0,00
1104519||||nan|0,00
1106511||||nan|0,00
1099564||||nan|0,00
1092568||||nan|0,00
1096882||||nan|0,00
1098356||||nan|0,00
1101602||||nan|0,00
1096647||||nan|0,00
1106746||||nan|0,00
1088177||||nan|0,00
1090341||||nan|0,00
1098090||||nan|0,00
1096175||||nan|0,00
1104831||||nan|0,00
1100769||||nan|0,00
1098041||||nan|0,00
1096049||||nan|0,00
1098213||||nan|0,00
1089385||||nan|0,00
1094967||||nan|0,00
1106869||||nan|0,00
1096959||||nan|0,00
1086829||||nan|0,00
1105664||||nan|0,00
1094340||||nan|0,00
1090012||||nan|0,00
1102747||||nan|0,00
1102996||||nan|0,00
1081356||||nan|0,00
1093699||||nan|0,00
1097400||||nan|0,00
1102355||||nan|0,00
1097792||||nan|0,00
1102120||||nan|0,00
1101038||||nan|0,00
1085827||||nan|0,00
1093401||||nan|0,00
1094483||||nan|0,00
1066806||||nan|0,00
1093258||||nan|0,00
1106242||||nan|0,00
1090845||||nan|0,00
1101914||||nan|0,00
1093009||||nan|0,00
1103829||||nan|0,00
1104078||||nan|0,00
1095173||||nan|0,00
1105993||||nan|0,00
1082438||||nan|0,00
1082830||||nan|0,00
1105601||||nan|0,00
1101273||||nan|0,00
0199134||||nan|0,00
1095814||||nan|0,00
1103437||||nan|0,00
1099358||||nan|0,00
1090702||||nan|0,00
1100440||||nan|0,00
1103686||||nan|0,00
1089620||||nan|0,00
1102604||||nan|0,00
1088538||||nan|0,00
1101522||||nan|0,00
1092866||||nan|0,00
1105741||||nan|0,00
1091346||||nan|0,00
1093338||||nan|0,00
1103749||||nan|0,00
1096255||||nan|0,00
1100191||||nan|0,00
1104722||||nan|0,00
1102730||||nan|0,00
1106620||||nan|0,00
1089308||||nan|0,00
1098293||||nan|0,00
1065661||||nan|0,00
1101711||||nan|0,00
1103703||||nan|0,00
1092319||||nan|0,00
1102684||||nan|0,00
1097274||||nan|0,00
1085372||||nan|0,00
1102229||||nan|0,00
1086909||||nan|0,00
1083019||||nan|0,00
1100331||||nan|0,00
1098339||||nan|0,00
1104267||||nan|0,00
1097775||||nan|0,00
1088947||||nan|0,00
1095877||||nan|0,00
1090467||||nan|0,00
1094403||||nan|0,00
1106305||||nan|0,00
1105223||||nan|0,00
1087911||||nan|0,00
1082518||||nan|0,00
1092929||||nan|0,00
1096238||||nan|0,00
1091801||||nan|0,00
1094718||||nan|0,00
1092883||||nan|0,00
1097211||||nan|0,00
1100128||||nan|0,00
1104785||||nan|0,00
1095800||||nan|0,00
1103766||||nan|0,00
1101147||||nan|0,00
1095737||||nan|0,00
0352653||||nan|0,00
1094420||||nan|0,00
1103812||||nan|0,00
1101648||||nan|0,00
1097712||||nan|0,00
1099876||||nan|0,00
1104204||||nan|0,00
1105286||||nan|0,00
1093384||||nan|0,00
1094858||||nan|0,00
1095940||||nan|0,00
1101350||||nan|0,00
1088366||||nan|0,00
1100268||||nan|0,00
1104330||||nan|0,00
1095674||||nan|0,00
1092757||||nan|0,00
1101413||||nan|0,00
1087018||||nan|0,00
1090029||||nan|0,00
1105349||||nan|0,00
1100394||||nan|0,00
1091738||||nan|0,00
1098402||||nan|0,00
1074426||||nan|0,00
1096693||||nan|0,00
1090719||||nan|0,00
1106039||||nan|0,00
1100629||||nan|0,00
1102621||||nan|0,00
1093965||||nan|0,00
1105020||||nan|0,00
1103311||||nan|0,00
1097901||||nan|0,00
1106557||||nan|0,00
1096003||||nan|0,00
1106823||||nan|0,00
1104659||||nan|0,00
1087347||||nan|0,00
1098167||||nan|0,00
1099939||||nan|0,00
1102103||||nan|0,00
1093447||||nan|0,00
1091283||||nan|0,00
1082627||||nan|0,00
1102166||||nan|0,00
1097838||||nan|0,00
1106494||||nan|0,00
1099249||||nan|0,00
1103577||||nan|0,00
1093902||||nan|0,00
1094529||||nan|0,00
1106886||||nan|0,00
1098230||||nan|0,00
1102558||||nan|0,00
1103185||||nan|0,00
1103875||||nan|0,00
1102793||||nan|0,00
1106102||||nan|0,00
0292736||||nan|0,00
1096756||||nan|0,00
1092428||||nan|0,00
1088100||||nan|0,00
1098920||||nan|0,00
1103248||||nan|0,00
1094592||||nan|0,00
1101084||||nan|0,00
1105412||||nan|0,00
1088492||||nan|0,00
1105804||||nan|0,00
1101476||||nan|0,00
1097148||||nan|0,00
1103640||||nan|0,00
1092820||||nan|0,00
1098342||||nan|0,00
1106832||||nan|0,00
1089852||||nan|0,00
1105527||||nan|0,00
1099693||||nan|0,00
1099908||||nan|0,00
1103961||||nan|0,00
1086981||||nan|0,00
1092723||||nan|0,00
1095640||||nan|0,00
1106878||||nan|0,00
1091372||||nan|0,00
1102610||||nan|0,00
0196744||||nan|0,00
1089683||||nan|0,00
1101090||||nan|0,00
1098511||||nan|0,00
1102441||||nan|0,00
1088670||||nan|0,00
1087150||||nan|0,00
1099739||||nan|0,00
1088624||||nan|0,00
1077263||||nan|0,00
1099862||||nan|0,00
1106755||||nan|0,00
1104253||||nan|0,00
1095348||||nan|0,00
1092846||||nan|0,00
1105189||||nan|0,00
1094412||||nan|0,00
1100031||||nan|0,00
1099570||||nan|0,00
1101551||||nan|0,00
1098050||||nan|0,00
1084571||||nan|0,00
1085507||||nan|0,00
1102733||||nan|0,00
1102487||||nan|0,00
1021425||||nan|0,00
1107001||||nan|0,00
1104007||||nan|0,00
1095594||||nan|0,00
1092600||||nan|0,00
1093828||||nan|0,00
1085461||||nan|0,00
1105773||||nan|0,00
1102779||||nan|0,00
1092892||||nan|0,00
1106709||||nan|0,00
1063921||||nan|0,00
1104299||||nan|0,00
1105235||||nan|0,00
1103071||||nan|0,00
1105481||||nan|0,00
1100844||||nan|0,00
1090267||||nan|0,00
1093184||||nan|0,00
1105066||||nan|0,00
1097406||||nan|0,00
1088916||||nan|0,00
1093705||||nan|0,00
1103025||||nan|0,00
1098972||||nan|0,00
1086735||||nan|0,00
1096055||||nan|0,00
1101628||||nan|0,00
1103715||||nan|0,00
1104897||||nan|0,00
1105942||||nan|0,00
1099278||||nan|0,00
1100675||||nan|0,00
1067545||||nan|0,00
1098096||||nan|0,00
1095932||||nan|0,00
1079029||||nan|0,00
1090957||||nan|0,00
1100154||||nan|0,00
1100277||||nan|0,00
1102318||||nan|0,00
1088793||||nan|0,00
1098803||||nan|0,00
1096224||||nan|0,00
1092139||||nan|0,00
1100967||||nan|0,00
1099985||||nan|0,00
1102026||||nan|0,00
1102149||||nan|0,00
1092431||||nan|0,00
1104668||||nan|0,00
1106234||||nan|0,00
1102902||||nan|0,00
1101857||||nan|0,00
1087748||||nan|0,00
1090559||||nan|0,00
1098219||||nan|0,00
1081070||||nan|0,00
1101136||||nan|0,00
1100446||||nan|0,00
1104774||||nan|0,00
1089085||||nan|0,00
1093413||||nan|0,00
1106248||||nan|0,00
1086274||||nan|0,00
1101920||||nan|0,00
1104084||||nan|0,00
1105650||||nan|0,00
1096453||||nan|0,00
1103486||||nan|0,00
1092125||||nan|0,00
0400980||||nan|0,00
1097635||||nan|0,00
1095471||||nan|0,00
1106540||||nan|0,00
1104376||||nan|0,00
1091833||||nan|0,00
1096161||||nan|0,00
1105358||||nan|0,00
1103194||||nan|0,00
1103085||||nan|0,00
0351743||||nan|0,00
1106002||||nan|0,00
1105006||||nan|0,00
1102089||||nan|0,00
1090682||||nan|0,00
1098863||||nan|0,00
1097867||||nan|0,00
0226007||||nan|0,00
1103300||||nan|0,00
1104960||||nan|0,00
1094641||||nan|0,00
1106311||||nan|0,00
1094950||||nan|0,00
1099032||||nan|0,00
1100569||||nan|0,00
1103254||||nan|0,00
1105833||||nan|0,00
1106480||||nan|0,00
1101611||||nan|0,00
1100552||||nan|0,00
1087811||||nan|0,00
0227527||||nan|0,00
1104313||||nan|0,00
1101780||||nan|0,00
1097821||||nan|0,00
1099095||||nan|0,00
1096178||||nan|0,00
1103423||||nan|0,00
1100506||||nan|0,00
1093582||||nan|0,00
1103363||||nan|0,00
1104359||||nan|0,00
1097804||||nan|0,00
1094472||||nan|0,00
1092062||||nan|0,00
1101442||||nan|0,00
1106065||||nan|0,00
1093536||||nan|0,00
1090081||||nan|0,00
1089454||||nan|0,00
1101843||||nan|0,00
1099679||||nan|0,00
1097758||||nan|0,00
1104837||||nan|0,00
1099922||||nan|0,00
1106171||||nan|0,00
1104943||||nan|0,00
1100615||||nan|0,00
1095056||||nan|0,00
1097220||||nan|0,00
1092202||||nan|0,00
1091956||||nan|0,00
1089792||||nan|0,00
1103317||||nan|0,00
1102670||||nan|0,00
1101674||||nan|0,00
1106417||||nan|0,00
1088086||||nan|0,00
1105896||||nan|0,00
1098236||||nan|0,00
1094535||||nan|0,00
1102195||||nan|0,00
1105375||||nan|0,00
1103901||||nan|0,00
1102364||||nan|0,00
1101505||||nan|0,00
1105418||||nan|0,00
1103669||||nan|0,00
1098926||||nan|0,00
1092998||||nan|0,00
1090834||||nan|0,00
1087396||||nan|0,00
1106649||||nan|0,00
1100921||||nan|0,00
1103838||||nan|0,00
1096593||||nan|0,00
1102842||||nan|0,00
1099510||||nan|0,00
1096699||||nan|0,00
1085922||||nan|0,00
1103732||||nan|0,00
1100137||||nan|0,00
1088149||||nan|0,00
1104528||||nan|0,00
1093845||||nan|0,00
1106586||||nan|0,00
1102258||||nan|0,00
1104422||||nan|0,00
1100094||||nan|0,00
1103148||||nan|0,00
1105312||||nan|0,00
1100984||||nan|0,00
1096115||||nan|0,00
1091787||||nan|0,00
1098279||||nan|0,00
1097389||||nan|0,00
1099553||||nan|0,00
1093061||||nan|0,00
1095225||||nan|0,00
1097346||||nan|0,00
1105172||||nan|0,00
1088192||||nan|0,00
1093765||||nan|0,00
1102255||||nan|0,00
1096682||||nan|0,00
1090207||||nan|0,00
1101568||||nan|0,00
1106523||||nan|0,00
1096636||||nan|0,00
1085985||||nan|0,00
1097300||||nan|0,00
1092245||||nan|0,00
1090376||||nan|0,00
1101614||||nan|0,00
1103606||||nan|0,00
1106692||||nan|0,00
1103088||||nan|0,00
1106005||||nan|0,00
1105667||||nan|0,00
1106646||||nan|0,00
1095162||||nan|0,00
1095285||||nan|0,00
1103652||||nan|0,00
1095826||||nan|0,00
1103134||||nan|0,00
1105713||||nan|0,00
1105126||||nan|0,00
1094306||||nan|0,00
1104608||||nan|0,00
1099676||||nan|0,00
1091850||||nan|0,00
1104834||||nan|0,00
1088269||||nan|0,00
1095703||||nan|0,00
